0,0.00253858
1,0.000886381
2,0.000996817
3,0.00123071
4,0.00170766
5,0.00192467
6,0.00180845
7,0.00175106
8,0.0018668
9,0.0019729
10,0.00206694
11,0.00224248
12,0.00237944
13,0.00253665
14,0.00270351
15,0.00286024
16,0.00295959
17,0.00317033
18,0.00335069
19,0.0034727
20,0.00355083
21,0.00387973
22,0.00402585
23,0.00411169
24,0.00425637
25,0.00440394
26,0.00457321
27,0.0047039
28,0.00480855
29,0.00481771
30,0.00498698
31,0.00509307
32,0.00524932
33,0.00528549
34,0.00537857
35,0.00549045
36,0.00563754
37,0.00567805
38,0.00582465
39,0.00588397
40,0.00590326
41,0.0059838
42,0.00608266
43,0.00603347
44,0.00613426
45,0.00605228
46,0.00612703
47,0.00618441
48,0.00606144
49,0.00618538
50,0.00625386
51,0.00645351
52,0.00640963
53,0.00633488
54,0.00644579
55,0.0064892
56,0.00670187
57,0.00688754
58,0.00685957
59,0.00673129
60,0.00660253
61,0.00689959
62,0.00678144
63,0.00670573
64,0.00686825
65,0.00687741
66,0.00696277
67,0.00710407
68,0.00697193
69,0.00689863
70,0.00695698
71,0.00697
72,0.00670766
73,0.0066657
74,0.00677373
75,0.00686728
76,0.00689236
77,0.00683835
78,0.00673466
79,0.00680411
80,0.00674142
81,0.00672502
82,0.0065977
83,0.00657215
84,0.00650993
85,0.00635127
86,0.00633584
87,0.00630883
88,0.00615114
89,0.00603106
90,0.00616368
91,0.00604842
92,0.00612799
93,0.00604986
94,0.00602575
95,0.00604118
96,0.00613812
97,0.00599007
98,0.00581887
99,0.00583623
100,0.00568914
101,0.00570457
102,0.00561343
103,0.0056467
104,0.00550733
105,0.00538725
106,0.00538194
107,0.00518808
108,0.00500145
109,0.00478492
110,0.00477672
111,0.00463108
112,0.00456453
113,0.00447724
114,0.00447434
115,0.00435041
116,0.00428048
117,0.00441744
118,0.00433738
119,0.00418789
120,0.00426119
121,0.00403308
122,0.00402971
123,0.00391879
124,0.0039376
125,0.00389323
126,0.00378472
127,0.00379051
128,0.00375193
129,0.00378858
130,0.00379581
131,0.00379292
132,0.00361642
133,0.0036386
134,0.00359423
135,0.00352768
136,0.00349778
137,0.00355276
138,0.00345004
139,0.00342834
140,0.00336902
141,0.00338059
142,0.00334973
143,0.00323013
144,0.0032229
145,0.00317757
146,0.00320216
147,0.00310185
148,0.00315152
149,0.00312741
150,0.00305507
151,0.00306279
152,0.00305556
153,0.00298322
154,0.00295235
155,0.00296634
156,0.00288146
157,0.00286796
158,0.002826
159,0.00281395
160,0.00282456
161,0.00278308
162,0.00274981
163,0.00272569
164,0.00270882
165,0.002595
166,0.00260561
167,0.0025651
168,0.00256269
169,0.00255112
170,0.00250916
171,0.00247155
172,0.00246576
173,0.00241995
174,0.00239873
175,0.00238812
176,0.00237317
177,0.00236593
178,0.00229745
179,0.00226707
180,0.00232205
181,0.0022473
182,0.00224199
183,0.00216146
184,0.0021523
185,0.00218123
186,0.00208767
187,0.0021494
188,0.00210455
189,0.00202836
190,0.00204524
191,0.00206645
192,0.00209153
193,0.00200424
194,0.00198544
195,0.00197724
196,0.00188754
197,0.0019512
198,0.00198399
199,0.00188561
200,0.00195168
201,0.00191937
202,0.00188175
203,0.00184317
204,0.00183063
205,0.0017636
206,0.00170525
207,0.00167921
208,0.00162182
209,0.00159674
210,0.001576
211,0.00166715
212,0.0015977
213,0.00153356
214,0.00151476
215,0.00147762
216,0.00146605
217,0.00144435
218,0.00141734
219,0.00139516
220,0.00138551
221,0.00137201
222,0.00130594
223,0.00129099
224,0.00129389
225,0.00126736
226,0.00122203
227,0.00124807
228,0.00123216
229,0.00119599
230,0.00119985
231,0.00121046
232,0.00117622
233,0.00119454
234,0.00117573
235,0.00123698
236,0.00121721
237,0.00122396
238,0.0012447
239,0.00128279
240,0.00137201
241,0.00140673
242,0.00147569
243,0.00162664
244,0.00174913
245,0.00198013
246,0.00224296
247,0.00262153
248,0.00315249
249,0.00387394
250,0.00472753
251,0.00589988
252,0.00731867
253,0.00913725
254,0.010802
255,0.0254779
